Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
Japan Credit Bureau,JCB,3560507756698460,Berry C Mcclean,326,11/2016,11/2025,28,1235,19400
Visa,Bank of America,4426000585537432,Lauren Harrison,158,05/2008,05/2010,15,4033,54300
Discover,Discover,6011668209835873,Annalee U Dacosta,968,04/2008,04/2019,16,5354,182100
Master Card,Citibank,5120900421503603,Lester York,591,09/2010,09/2020,2,9125,40000
American Express,American Express,348469418403968,Lyman B Radtke,8333,11/2010,11/2017,17,3984,158200
Master Card,Bank of America,5147911009952715,Howard S Sherman,232,12/2008,12/2014,20,2760,51100
Visa,U.S. Bancorp,4711875528225565,Waneta Flake,687,03/2008,03/2010,12,0746,140500
American Express,American Express,376225513021526,Douglas O Pickett,2228,06/2009,06/2015,15,0723,176000
Master Card,Bank of America,5288733936491461,Ulysses Y Lafrance,963,01/2014,01/2021,28,8362,144900
Discover,Discover,6484637754442037,Dale Q Carver,321,06/2009,06/2019,9,4610,94900
Visa,Cabela’s WFB,4215855081057580,Bernadette Purifoy,160,03/2013,03/2015,15,2747,44800
American Express,Bank of America,374916719218781,Henry Dotson,5144,08/2008,08/2028,23,4568,23100
Diners Club International,Diners Club,30186612190026,Tad S Boland,936,11/2009,11/2016,28,9788,69200
Diners Club International,Diners Club,30569277344147,Lorraine E Pitts,988,03/2013,03/2025,5,3947,71200
Visa,Bank of America,4492854513513785,Michael X Autry,829,05/2013,05/2016,12,6390,155400
Japan Credit Bureau,JCB,3529655312735290,Jane L Burris,054,11/2016,11/2035,20,1181,191100
Master Card,Capital One,5449319131639843,Joshua F Hickok,936,08/2015,08/2033,18,9827,15000
Discover,Discover,6503544742696863,Tammy Z Watson,292,08/2009,08/2013,19,6706,72900
Diners Club International,Diners Club,30523771457095,Fabian T Scurry,056,09/2012,09/2027,6,1993,110200
Visa,Citibank,4456663685330363,Angela Kramer,666,06/2015,06/2031,1,5231,114200
Visa,Capital One,4164978914707493,Veta A Masters,809,12/2010,12/2012,26,7589,170300
Discover,Discover,6011244711301240,Lloyd Brock,179,01/2007,01/2013,23,6175,70600
Visa,Chase,4760487960497965,Selene B Stamm,281,06/2008,06/2012,20,7815,104400
Japan Credit Bureau,JCB,3546727166173651,Amber T Cantu,170,02/2014,02/2024,26,7573,26800
Master Card,Bank of America,5279737579118084,Preston Swisher,410,04/2016,04/2022,10,3642,34200
American Express,American Express,372305533028372,Peter U Farrell,8925,02/2010,02/2025,21,1280,10700
Japan Credit Bureau,JCB,3558164808642536,Alla H Latta,895,09/2007,09/2024,18,5208,25900
Master Card,Bank of America,5341289647336201,Wesley W Parrish,773,07/2008,07/2022,3,9772,134400
Discover,Discover,6011121368739130,Olene S Calzada,899,01/2008,01/2026,28,6414,142600
Japan Credit Bureau,JCB,3586555563996023,Dustin B Mccarty,253,03/2011,03/2021,10,7360,150600
American Express,Bank of America,344941090782772,Shayne Scrivner,7772,09/2017,09/2023,14,6277,159400
Visa,U.S. Bancorp,4763718363212479,Christopher Y Raymond,270,06/2007,06/2017,27,1137,22600
Master Card,Barclays,5140685486059858,Fredricka Mancilla,348,08/2012,08/2020,15,1102,39500
Visa,Chase,4183362136469322,Rosa Y Zimmerman,939,10/2010,10/2024,1,9452,111800
Discover,Discover,6011689893458764,Alberta Eagan,210,12/2010,12/2018,27,4036,36700
Diners Club International,Diners Club,30949129933737,Darlene T Lang,735,04/2009,04/2029,7,8253,14700
American Express,American Express,341726776160580,Gertrud Reagan,8146,11/2007,11/2018,26,1074,97900
American Express,Bank of America,376262188784328,Teresa K Chambers,5210,11/2011,11/2015,2,8073,70600
Master Card,Bank of America,5150691179607588,Randall Y Yeager,976,12/2008,12/2024,10,5063,186500
Diners Club International,Diners Club,30197704064391,Vanessa Giles,005,06/2008,06/2023,19,7012,105000
Visa,Chase,4135186128966535,Lawanna F Werner,225,10/2011,10/2015,24,1781,156200
Discover,Discover,6011831124341886,Marvin X Burks,244,12/2012,12/2016,23,7496,95600
American Express,American Express,375535183400425,Aldo S Deangelis,4698,09/2008,09/2018,20,4655,129100
American Express,American Express,375530591520468,Jim F Bowman,4162,11/2016,11/2032,5,7144,81100
Japan Credit Bureau,JCB,3557511819196848,Haywood Messina,797,07/2009,07/2023,2,7160,103500
American Express,U.S. Bancorp,379164228989767,Francis Bray,4278,04/2013,04/2022,12,6540,103800
American Express,USAA,341384832068569,Gwyneth E Travers,3717,02/2007,02/2025,16,4488,31000
Master Card,GE Capital,5213586424012862,Juanita I Christensen,065,12/2014,12/2026,22,9247,72900
American Express,USAA,374650276304193,Jerome N Marti,5836,04/2010,04/2019,28,8537,132200
Discover,Discover,6522400537760355,Kimberly Emerson,392,12/2015,12/2021,21,1843,52900
Diners Club International,Diners Club,30133126471419,Deirdre I Harlow,214,02/2011,02/2028,15,2772,125900
Japan Credit Bureau,JCB,3568138305413094,Elaine X Hubbard,969,12/2008,12/2021,16,4321,199500
Discover,Discover,6011846245418512,Thanh B Daniel,184,12/2013,12/2025,25,6042,87200
American Express,American Express,376043656796683,Eric Wiggins,6530,07/2012,07/2016,11,3647,182300
Diners Club International,Diners Club,30335341961864,Dino G Wan,037,01/2007,01/2010,19,6903,182700
American Express,Bank of America,345420955883271,Juan M Gordon,9263,11/2010,11/2024,1,5797,72700
Diners Club International,Diners Club,30129869487232,Myra E Rayner,673,10/2017,10/2020,26,2507,193800
Diners Club International,Diners Club,30923431727426,Matthew Pollard,899,04/2015,04/2027,7,4080,160400
Master Card,Bank of America,5220776120850183,Amiee K Weidman,204,10/2015,10/2018,15,8626,162200
Visa,Chase,4312122608294663,Frederick G Dawson,210,08/2013,08/2033,15,4067,60100
Diners Club International,Diners Club,30961058860344,Grant D Porch,793,04/2015,04/2021,18,9876,122100
Discover,Discover,6011973250428457,Ruth Medina,458,10/2008,10/2022,28,7933,181200
Discover,Discover,6448799349304000,Ian D Chaparro,289,08/2016,08/2033,1,1687,160200
Diners Club International,Diners Club,30286606215225,Fred K Riley,462,10/2008,10/2010,28,3521,123100
Discover,Discover,6463121871385606,Lester L Royal,156,05/2007,05/2026,17,8110,189900
American Express,American Express,340269733983837,Vanessa S Waller,8227,07/2011,07/2028,3,5949,15800
American Express,U.S. Bancorp,377592989804753,Carolann A Skelton,5976,05/2016,05/2031,24,1989,19100
Master Card,Capital One,5388373967034291,Marion Riggs,895,07/2008,07/2020,3,2070,33800
Diners Club International,Diners Club,30354701694791,Edison Q Wentz,248,09/2009,09/2018,14,6594,142000
Diners Club International,Diners Club,30516923544430,Aaron Ewing,685,09/2015,09/2033,25,0595,14500
Discover,Discover,6011247227130268,Margarito Wharton,715,05/2008,05/2021,5,0251,126400
Discover,Discover,6011403417425162,Phyllis H Ellis,713,02/2009,02/2013,11,3186,19800
Visa,USAA,4903372470511711,Sonny Leech,314,08/2010,08/2024,7,8045,67600
Discover,Discover,6011002923741169,Derek F Pennington,418,09/2012,09/2013,27,4350,63200
Japan Credit Bureau,JCB,3540919116443708,Pasquale S Benitez,364,11/2008,11/2009,6,7162,170300
Diners Club International,Diners Club,30990524407828,Marvin K Steele,629,01/2012,01/2016,24,0425,125600
Japan Credit Bureau,JCB,3575563921420812,Franklyn Wolford,215,08/2008,08/2018,13,4914,35800
American Express,American Express,348694515125368,Joshua U Rosario,3545,04/2008,04/2027,23,0484,110000
Diners Club International,Diners Club,30415574945972,Woodrow K Jara,615,04/2015,04/2018,14,1037,33700
Japan Credit Bureau,JCB,3543163910429038,Shannon Osborne,583,11/2007,11/2026,19,4465,191500
Discover,Discover,6011322498729922,Efrain E Breen,664,01/2013,01/2033,4,8295,157000
Japan Credit Bureau,JCB,3542621586041230,Erica Weiss,832,05/2007,05/2017,21,6339,167600
Visa,Chase,4727758915164526,Sandie P Forbes,302,05/2007,05/2027,6,7977,165500
Visa,Chase,4987154724988625,April I Larsen,266,07/2011,07/2029,7,2632,70700
Japan Credit Bureau,JCB,3554980637175115,Wilfredo G Rankin,839,02/2011,02/2021,16,9332,123300
Japan Credit Bureau,JCB,3571518200119596,Jeff L Noble,302,02/2007,02/2024,1,9110,173800
Diners Club International,Diners Club,30006682850400,Lorenzo B Brunner,833,10/2015,10/2016,17,4519,98600
American Express,U.S. Bancorp,378600406579640,Clarence X Reilly,2704,01/2008,01/2017,14,0937,83600
Diners Club International,Diners Club,38033811484523,Harlan O Forrester,515,11/2013,11/2025,21,3123,125900
American Express,American Express,341830571721289,Henry Weeks,5095,11/2008,11/2024,7,4127,89900
American Express,Bank of America,342254558674453,Ashlea Y Barto,7292,03/2015,03/2028,2,2799,56400
Master Card,Bank of America,5448847954237445,Beatrice T Craig,718,06/2010,06/2022,7,8599,189200
Master Card,U.S. Bancorp,5330950013765660,Wally B Mckeehan,494,11/2017,11/2024,16,5126,109500
Japan Credit Bureau,JCB,3531206609790576,Maria A Richards,215,10/2017,10/2035,26,5638,45600
Master Card,Bank of America,5153041043153590,Terence K Staples,965,09/2010,09/2013,26,8203,136500
Visa,Cabela’s WFB,4647850426011655,Michael I Nunez,484,02/2010,02/2018,4,5087,154300
American Express,American Express,346204338165591,Karyl P Reddick,4271,05/2008,05/2027,18,0071,25200
American Express,American Express,343748438944654,Dolores M Emerson,8439,04/2017,04/2031,15,0084,152500
Japan Credit Bureau,JCB,3562102208602555,Louie Hedges,569,10/2013,10/2027,27,9524,111400
Japan Credit Bureau,JCB,3574906544904012,Victoria Pruitt,741,05/2017,05/2033,18,9640,150700
Diners Club International,Diners Club,30043904019316,Frankie Minard,769,02/2008,02/2017,7,3357,130000
American Express,American Express,344182838682590,Marjorie G Mcdowell,8364,08/2011,08/2014,13,1888,174000
American Express,USAA,349705080040276,Hobert X Samaniego,0170,06/2014,06/2020,1,1623,37400
Diners Club International,Diners Club,30984040888322,Robin Q Fisher,464,10/2013,10/2028,6,3307,68900
Visa,U.S. Bancorp,4513292524979353,Jacqui B Gustafson,894,07/2008,07/2023,17,4966,194100
Visa,Chase,4861424864004652,Bernice Sanchez,013,01/2014,01/2022,15,1733,193600
Visa,Chase,4547089404223849,Federico Q Dark,944,01/2011,01/2027,19,0579,150700
Visa,Capital One,4605837384284119,Brandon Crane,888,08/2016,08/2029,25,3474,20000
American Express,USAA,347035313097469,Floyd P Zamora,8458,09/2009,09/2011,4,5864,85700
Discover,Discover,6465837846428811,Herbert B Harrison,539,03/2010,03/2026,18,7340,190700
Master Card,Capital One,5438576314783051,Evonne P Rinaldi,651,08/2010,08/2018,11,1348,50500
Visa,Citibank,4898948197603027,Doris J Casey,279,12/2009,12/2028,27,0895,125100
Visa,First National,4771636080566979,Jesenia Mier,759,01/2009,01/2017,12,6913,24000
Japan Credit Bureau,JCB,3556519532274546,Tommy V Mercado,120,07/2014,07/2016,15,6755,42600
Visa,Citibank,4144173560109617,Karine Q Valley,388,10/2010,10/2015,25,7921,21000
Diners Club International,Diners Club,30128886176950,Samuel Morton,052,11/2012,11/2030,5,9227,161700
Diners Club International,Diners Club,30907812235968,Jeannetta E Hollinger,346,02/2008,02/2011,25,0271,118200
American Express,U.S. Bancorp,373191240948840,Glenn A Bradford,1208,08/2017,08/2035,2,4126,146300
Discover,Discover,6011182373388982,Duncan G Frazee,132,08/2014,08/2025,19,5976,119100
Master Card,GE Capital,5195228131065873,Louis G Williams,121,10/2012,10/2027,23,7055,17900
Japan Credit Bureau,JCB,3558147955986269,Ashley Laughlin,206,08/2012,08/2022,6,3301,145200
American Express,U.S. Bancorp,373239520841753,Janet F England,2150,05/2008,05/2019,16,7986,185100
Discover,Discover,6011973396033583,Kenyatta K Spry,526,03/2008,03/2017,25,8039,70900
Japan Credit Bureau,JCB,3577753658459020,Carrie P Dorsey,704,07/2009,07/2010,8,2431,194900
Discover,Discover,6226775468394467,Jules E Whitcomb,858,03/2017,03/2024,21,4979,134400
Master Card,Bank of America,5367033092037479,Scott K Dickerson,486,01/2007,01/2024,13,2036,35000
Japan Credit Bureau,JCB,3560779607521619,Emmitt Alston,421,12/2015,12/2030,10,1137,165600
Master Card,Bank of America,5256707025730359,Jim Q Larsen,602,10/2008,10/2015,26,9898,74800
Japan Credit Bureau,JCB,3550065422455684,Herbert Gomez,010,09/2013,09/2018,1,4798,50200
Discover,Discover,6011802741196219,Ricky W Mcfarland,570,05/2014,05/2025,3,8421,147600
Visa,Bank of America,4670422562198454,Christa X Bushnell,147,07/2012,07/2019,26,6955,105800
American Express,American Express,341170194191044,Norma H Parsons,2563,04/2013,04/2014,26,0025,38900
American Express,American Express,343518248783463,Tanisha F Woolery,1052,08/2017,08/2034,3,4175,91700
Japan Credit Bureau,JCB,3562085527672617,Justin Z Ayers,817,07/2010,07/2023,1,3517,79700
American Express,American Express,370545040381903,Belen Truax,5770,11/2008,11/2014,3,4492,186900
American Express,American Express,345255436603744,Sue D Horn,4903,08/2015,08/2021,19,1439,20500
Master Card,Bank of America,5274284695269777,Marleen B Dorris,751,08/2013,08/2017,8,0355,90000
American Express,American Express,344465201534963,Howard Bailey,5171,07/2015,07/2022,9,6208,112700
American Express,American Express,346147841181235,Ossie Kain,6894,07/2007,07/2025,22,5219,52400
American Express,American Express,348362547615554,Leon G Buchanan,4999,06/2015,06/2029,7,5354,197900
Visa,Citibank,4644810247064518,Reinaldo Simmons,312,06/2013,06/2030,1,2823,93000
Diners Club International,Diners Club,30055686407055,Dennis Mercer,045,12/2009,12/2023,5,8671,66600
Visa,Chase,4446990997803438,Teressa M Flemming,705,12/2017,12/2023,12,0734,158700
Visa,Chase,4523501878262309,Sylvia D Patel,203,05/2014,05/2026,3,2602,22100
Master Card,Bank of America,5491349942722915,Adelaida D Barksdale,345,06/2008,06/2019,8,2203,48100
Discover,Discover,6011676648518174,Anita Blevins,235,09/2008,09/2012,23,9653,64200
Master Card,Citibank,5171422654108297,Dwana E Cogan,468,09/2010,09/2026,8,2916,54700
Master Card,Bank of America,5223242502698473,Mildred Holmes,050,10/2009,10/2013,9,3168,145500
Visa,USAA,4992921061307871,Alane K Beeson,452,07/2017,07/2036,20,1671,101700
American Express,Bank of America,378281422836221,Alfred Solomon,2902,02/2009,02/2011,21,0257,10600
Japan Credit Bureau,JCB,3582537050562009,Cherie Mendiola,003,03/2010,03/2014,1,6585,131500
Visa,Capital One,4750927362580282,Shirley G Berg,761,03/2015,03/2026,15,8216,24100
Discover,Discover,6011780741839055,Geraldo R Groh,433,02/2011,02/2024,21,0855,186500
Diners Club International,Diners Club,30131228302706,Michael O Villarreal,284,04/2009,04/2029,28,2219,72000
Master Card,Capital One,5252567499584227,Gaylord Y Brockman,944,03/2014,03/2027,19,4658,188000
American Express,American Express,371289578219016,John P Mathews,4778,10/2008,10/2023,20,4624,130600
American Express,American Express,343499477267199,Gabriel D Siu,7512,12/2016,12/2029,1,2247,36500
Discover,Discover,6011527792140382,Teresa Nichols,478,09/2010,09/2014,23,8690,60300
Master Card,Citibank,5142169322614984,Leslee N Heller,790,02/2013,02/2019,14,5802,134600
Diners Club International,Diners Club,30243988579280,Adam R Horne,215,10/2015,10/2034,24,2016,33100
Discover,Discover,6586989676018024,Frances Brunson,723,06/2008,06/2021,7,0105,199700
Diners Club International,Diners Club,30284522822166,Yolanda Z Coffey,345,05/2007,05/2018,16,7522,197100
American Express,American Express,371059057943117,Van Haber,5649,01/2013,01/2029,11,4592,174400
Discover,Discover,6011968766820262,Stanley K Everett,517,02/2014,02/2030,27,2287,131800
Japan Credit Bureau,JCB,3555144729055219,Ivory M Wrenn,510,11/2017,11/2018,26,1860,56900
Discover,Discover,6011680436683042,Donna W Mcdonald,940,04/2014,04/2018,25,7042,22900
Discover,Discover,6011663720177582,Alverta K Waggoner,762,08/2007,08/2012,15,4170,81600
Diners Club International,Diners Club,30554447534728,Edna E Wall,432,10/2007,10/2023,8,1644,23300
Discover,Discover,6450322009116005,Luciano C Leggett,521,01/2010,01/2027,21,2027,70300
Japan Credit Bureau,JCB,3539531547791655,Kenneth K Gates,208,08/2010,08/2013,2,4338,16300
Master Card,Citibank,5267211466599818,Lanny V Hampton,434,09/2016,09/2026,5,1395,47800
Japan Credit Bureau,JCB,3536865188091204,Mark L Barrera,727,03/2007,03/2021,28,5126,142400
Discover,Discover,6011143963086741,Rosana Y Stevenson,970,06/2013,06/2015,28,8602,87400
Visa,Capital One,4262636794341764,Diane J Bennett,706,07/2017,07/2026,19,6040,28900
Discover,Discover,6011467108898912,Laurence D Head,915,02/2010,02/2018,20,4506,55400
Diners Club International,Diners Club,30531291183588,Ashley N Pacheco,717,05/2013,05/2030,20,3647,31200
American Express,U.S. Bancorp,347290364560762,Ashley Cota,4010,04/2017,04/2022,4,1979,164000
Japan Credit Bureau,JCB,3530628383622702,Cynthia Hebert,982,07/2007,07/2010,12,1598,48100
Diners Club International,Diners Club,30207719862737,Arlene H Omeara,956,07/2017,07/2030,27,3274,58800
Discover,Discover,6537625655143090,Veronica E Albert,119,12/2012,12/2018,20,3517,75700
Japan Credit Bureau,JCB,3535658530480600,Joya E Caskey,395,12/2017,12/2020,28,6345,103400
Japan Credit Bureau,JCB,3573884873245219,Grace U Duke,597,06/2017,06/2020,11,9067,57800
Master Card,Bank of America,5248507587243895,Mitzie D Peck,191,07/2008,07/2020,23,1660,23000
American Express,U.S. Bancorp,344109924689981,Daniel D Monroe,7488,09/2011,09/2027,5,8480,60500
Visa,Citibank,4246057500676966,Deandre Swinney,953,06/2017,06/2037,20,3597,184500
Discover,Discover,6011600333146752,Tommy A Wilson,717,12/2008,12/2017,8,3387,136500
Diners Club International,Diners Club,30202188765404,Aurelio Mcgovern,334,07/2013,07/2020,3,2969,199700
American Express,American Express,346841869087841,Patrick P Callahan,4928,10/2015,10/2019,15,4242,49900
American Express,Bank of America,371334468264506,Fernanda Mumford,7759,10/2007,10/2020,10,9741,35600
Visa,Citibank,4759023347015981,Victoria Wright,242,09/2017,09/2031,9,7164,32400
Visa,Chase,4372595508100964,Jamey N Pendley,822,01/2010,01/2018,13,7510,120700
Master Card,Bank of America,5401545977629334,Luis W Farley,852,07/2014,07/2016,14,5503,177500
American Express,Bank of America,340462551298590,Melony Kemper,1963,09/2011,09/2012,17,3802,28000
Japan Credit Bureau,JCB,3544003093371889,Amy L Berger,972,09/2015,09/2034,21,3950,116900
